State,LandCategory,Region,Region or State,Year,Acre Value
Iowa,Pasture,Corn Belt,State,2014,3400
Missouri,Pasture,Corn Belt,State,2014,1850
Ohio,Pasture,Corn Belt,State,2014,3100
Northern Plains,Pasture,Northern Plains,Region,2014,954
Kansas,Pasture,Northern Plains,State,2014,1300
Nebraska,Pasture,Northern Plains,State,2014,900
North Dakota,Pasture,Northern Plains,State,2014,750
South Dakota,Pasture,Northern Plains,State,2014,860
Appalachian,Pasture,Appalachian,Region,2014,3280
Kentucky,Pasture,Appalachian,State,2014,2700
North Carolina,Pasture,Appalachian,State,2014,4760
Tennessee,Pasture,Appalachian,State,2014,3400
Virginia,Pasture,Appalachian,State,2014,3930
West Virginia,Pasture,Appalachian,State,2014,2000
Southeast,Pasture,Southeast,Region,2014,3790
Alabama,Pasture,Southeast,State,2014,2100
Florida,Pasture,Southeast,State,2014,4910
Georgia,Pasture,Southeast,State,2014,3650
South Carolina,Pasture,Southeast,State,2014,2900
Delta,Pasture,Delta States,Region,2014,2270
Arkansas,Pasture,Delta States,State,2014,2240
Louisiana,Pasture,Delta States,State,2014,2500
Mississippi,Pasture,Delta States,State,2014,2110
Southern Plains,Pasture,Southern Plains,Region,2014,1540
Oklahoma,Pasture,Southern Plains,State,2014,1360
Texas,Pasture,Southern Plains,State,2014,1580
Mountain,Pasture,Mountain,Region,2014,611
Arizona,Pasture,Mountain,State,2014,NA
Colorado,Pasture,Mountain,State,2014,760
Idaho,Pasture,Mountain,State,2014,1220
Montana,Pasture,Mountain,State,2014,640
Nevada,Pasture,Mountain,State,2014,NA
New Mexico,Pasture,Mountain,State,2014,360
Utah,Pasture,Mountain,State,2014,1050
Wyoming,Pasture,Mountain,State,2014,490
Pacific,Pasture,Pacific,Region,2014,1610
California,Pasture,Pacific,State,2014,2700
Oregon,Pasture,Pacific,State,2014,630
Washington,Pasture,Pacific,State,2014,810
United States,Pasture,Continental U.S.,Region,2014,1300
Northeast,Pasture,Northeast,Region,2015,3480
Maryland,Pasture,Northeast,State,2015,6000
New Jersey,Pasture,Northeast,State,2015,13500
New York,Pasture,Northeast,State,2015,1430
Pennsylvania,Pasture,Northeast,State,2015,2850
Other States,Pasture,Northeast,State,2015,5840
Lake,Pasture,Lake States,Region,2015,2060
Michigan,Pasture,Lake States,State,2015,2680
Minnesota,Pasture,Lake States,State,2015,1700
Wisconsin,Pasture,Lake States,State,2015,2250
Corn Belt,Pasture,Corn Belt,Region,2015,2440
Illinois,Pasture,Corn Belt,State,2015,3550
Indiana,Pasture,Corn Belt,State,2015,2600
Iowa,Pasture,Corn Belt,State,2015,3400
Missouri,Pasture,Corn Belt,State,2015,1950
Ohio,Pasture,Corn Belt,State,2015,3140
Northern Plains,Pasture,Northern Plains,Region,2015,1020
Kansas,Pasture,Northern Plains,State,2015,1390
Nebraska,Pasture,Northern Plains,State,2015,870
North Dakota,Pasture,Northern Plains,State,2015,850
South Dakota,Pasture,Northern Plains,State,2015,980
Appalachian,Pasture,Appalachian,Region,2015,3340
Kentucky,Pasture,Appalachian,State,2015,2750
North Carolina,Pasture,Appalachian,State,2015,4700
Tennessee,Pasture,Appalachian,State,2015,3500
Virginia,Pasture,Appalachian,State,2015,4000
West Virginia,Pasture,Appalachian,State,2015,2020
Southeast,Pasture,Southeast,Region,2015,3790
Alabama,Pasture,Southeast,State,2015,2140
Florida,Pasture,Southeast,State,2015,4900
Georgia,Pasture,Southeast,State,2015,3580
South Carolina,Pasture,Southeast,State,2015,2940
Delta,Pasture,Delta States,Region,2015,2320
Arkansas,Pasture,Delta States,State,2015,2290
Louisiana,Pasture,Delta States,State,2015,2590
Mississippi,Pasture,Delta States,State,2015,2140
Southern Plains,Pasture,Southern Plains,Region,2015,1570
Oklahoma,Pasture,Southern Plains,State,2015,1430
Texas,Pasture,Southern Plains,State,2015,1600
Mountain,Pasture,Mountain,Region,2015,614
Arizona,Pasture,Mountain,State,2015,NA
Colorado,Pasture,Mountain,State,2015,760
Idaho,Pasture,Mountain,State,2015,1250
Montana,Pasture,Mountain,State,2015,650
Nevada,Pasture,Mountain,State,2015,NA
New Mexico,Pasture,Mountain,State,2015,340
Utah,Pasture,Mountain,State,2015,1050
Wyoming,Pasture,Mountain,State,2015,510
Pacific,Pasture,Pacific,Region,2015,1630
California,Pasture,Pacific,State,2015,2700
Oregon,Pasture,Pacific,State,2015,660
Washington,Pasture,Pacific,State,2015,820
United States,Pasture,Continental U.S.,Region,2015,1330
Northeast,Pasture,Northeast,Region,2016,3390
Maryland,Pasture,Northeast,State,2016,6100
New Jersey,Pasture,Northeast,State,2016,12500
New York,Pasture,Northeast,State,2016,1400
Pennsylvania,Pasture,Northeast,State,2016,2700
Other States,Pasture,Northeast,State,2016,5850
Lake,Pasture,Lake States,Region,2016,2050
Michigan,Pasture,Lake States,State,2016,2600
Minnesota,Pasture,Lake States,State,2016,1650
Wisconsin,Pasture,Lake States,State,2016,2300
Corn Belt,Pasture,Corn Belt,Region,2016,2420
Illinois,Pasture,Corn Belt,State,2016,3400
Indiana,Pasture,Corn Belt,State,2016,2600
Iowa,Pasture,Corn Belt,State,2016,3400
Missouri,Pasture,Corn Belt,State,2016,1930
Ohio,Pasture,Corn Belt,State,2016,3100
Northern Plains,Pasture,Northern Plains,Region,2016,1020
Kansas,Pasture,Northern Plains,State,2016,1290
Nebraska,Pasture,Northern Plains,State,2016,910
North Dakota,Pasture,Northern Plains,State,2016,830
South Dakota,Pasture,Northern Plains,State,2016,1020
Appalachian,Pasture,Appalachian,Region,2016,3320
Kentucky,Pasture,Appalachian,State,2016,2730
North Carolina,Pasture,Appalachian,State,2016,4700
Tennessee,Pasture,Appalachian,State,2016,3540
Virginia,Pasture,Appalachian,State,2016,3930
West Virginia,Pasture,Appalachian,State,2016,2020
Southeast,Pasture,Southeast,Region,2016,3900
Alabama,Pasture,Southeast,State,2016,2180
Florida,Pasture,Southeast,State,2016,5100
Georgia,Pasture,Southeast,State,2016,3530
South Carolina,Pasture,Southeast,State,2016,2940
Delta,Pasture,Delta States,Region,2016,2410
Arkansas,Pasture,Delta States,State,2016,2450
Louisiana,Pasture,Delta States,State,2016,2600
Mississippi,Pasture,Delta States,State,2016,2190
Southern Plains,Pasture,Southern Plains,Region,2016,1580
Oklahoma,Pasture,Southern Plains,State,2016,1470
Texas,Pasture,Southern Plains,State,2016,1600
Mountain,Pasture,Mountain,Region,2016,617
Arizona,Pasture,Mountain,State,2016,NA
Colorado,Pasture,Mountain,State,2016,760
Idaho,Pasture,Mountain,State,2016,1300
Montana,Pasture,Mountain,State,2016,650
Nevada,Pasture,Mountain,State,2016,NA
New Mexico,Pasture,Mountain,State,2016,350
Utah,Pasture,Mountain,State,2016,1040
Wyoming,Pasture,Mountain,State,2016,510
Pacific,Pasture,Pacific,Region,2016,1640
California,Pasture,Pacific,State,2016,2700
Oregon,Pasture,Pacific,State,2016,680
Washington,Pasture,Pacific,State,2016,840
United States,Pasture,Continental U.S.,Region,2016,1330
Northeast,Pasture,Northeast,Region,2017,3420
Maryland,Pasture,Northeast,State,2017,6100
New Jersey,Pasture,Northeast,State,2017,12500
New York,Pasture,Northeast,State,2017,1400
Pennsylvania,Pasture,Northeast,State,2017,2800
Other States,Pasture,Northeast,State,2017,5850
Lake,Pasture,Lake States,Region,2017,2080
Michigan,Pasture,Lake States,State,2017,2550
Minnesota,Pasture,Lake States,State,2017,1700
Wisconsin,Pasture,Lake States,State,2017,2350
Corn Belt,Pasture,Corn Belt,Region,2017,2380
Illinois,Pasture,Corn Belt,State,2017,3300
Indiana,Pasture,Corn Belt,State,2017,2590
Iowa,Pasture,Corn Belt,State,2017,3100
Missouri,Pasture,Corn Belt,State,2017,1970
Ohio,Pasture,Corn Belt,State,2017,3050
Northern Plains,Pasture,Northern Plains,Region,2017,1040
Kansas,Pasture,Northern Plains,State,2017,1280
Nebraska,Pasture,Northern Plains,State,2017,930
North Dakota,Pasture,Northern Plains,State,2017,850
South Dakota,Pasture,Northern Plains,State,2017,1060
Appalachian,Pasture,Appalachian,Region,2017,3340
Kentucky,Pasture,Appalachian,State,2017,2760
North Carolina,Pasture,Appalachian,State,2017,4700
Tennessee,Pasture,Appalachian,State,2017,3580
Virginia,Pasture,Appalachian,State,2017,3930
West Virginia,Pasture,Appalachian,State,2017,2040
Southeast,Pasture,Southeast,Region,2017,3910
Alabama,Pasture,Southeast,State,2017,2230
Florida,Pasture,Southeast,State,2017,5100
Georgia,Pasture,Southeast,State,2017,3560
South Carolina,Pasture,Southeast,State,2017,2940
Delta,Pasture,Delta States,Region,2017,2480
Arkansas,Pasture,Delta States,State,2017,2520
Louisiana,Pasture,Delta States,State,2017,2700
Mississippi,Pasture,Delta States,State,2017,2210
Southern Plains,Pasture,Southern Plains,Region,2017,1620
Oklahoma,Pasture,Southern Plains,State,2017,1470
Texas,Pasture,Southern Plains,State,2017,1650
Mountain,Pasture,Mountain,Region,2017,625
Arizona,Pasture,Mountain,State,2017,NA
Colorado,Pasture,Mountain,State,2017,760
Idaho,Pasture,Mountain,State,2017,1350
Montana,Pasture,Mountain,State,2017,660
Nevada,Pasture,Mountain,State,2017,NA
New Mexico,Pasture,Mountain,State,2017,360
Utah,Pasture,Mountain,State,2017,1050
Wyoming,Pasture,Mountain,State,2017,510
Pacific,Pasture,Pacific,Region,2017,1650
California,Pasture,Pacific,State,2017,2700
Oregon,Pasture,Pacific,State,2017,700
Washington,Pasture,Pacific,State,2017,850
United States,Pasture,Continental U.S.,Region,2017,1350
